CRN,Cap,Act,Rem,Status
35893,28,--,0,CLOSED
35984,28,--,0,CLOSED
37323,28,--,0,CLOSED
37512,28,--,0,CLOSED
37513,28,--,0,CLOSED
37515,28,--,0,CLOSED
37516,28,--,0,CLOSED
37517,28,--,0,CLOSED
37897,28,--,0,CLOSED
37898,28,--,0,CLOSED
37901,28,--,0,CLOSED
38806,28,--,0,CLOSED
38848,28,--,0,CLOSED
38176,28,--,0,CLOSED
37324,28,--,0,CLOSED
38020,28,--,0,Waitlisted
38030,28,--,0,CLOSED
38058,28,--,0,Waitlisted
37957,28,--,0,See Instructor
37920,28,--,0,CLOSED
37702,28,--,0,CLOSED
36377,28,--,0,Waitlisted
37325,28,--,0,CLOSED
37951,28,--,0,CLOSED
37970,28,--,0,CLOSED
37932,25,--,0,CLOSED
37493,25,--,0,CLOSED
30003,28,--,0,CLOSED
30310,30,--,0,CLOSED
32758,28,--,0,CLOSED
33369,28,--,0,CLOSED
35420,28,--,0,CLOSED
35780,28,--,0,CLOSED
35985,28,--,0,CLOSED
35989,28,--,0,CLOSED
38140,28,--,0,CLOSED
30477,28,--,0,CLOSED
30488,28,--,0,CLOSED
30496,28,--,0,CLOSED
33368,28,--,0,CLOSED
34798,28,--,0,CLOSED
35814,28,--,0,CLOSED
37133,28,--,0,CLOSED
34755,28,--,0,CLOSED
36343,28,--,0,CLOSED
35903,28,--,0,CLOSED
35981,28,--,0,CLOSED
35982,28,--,0,CLOSED
36386,28,--,0,CLOSED
36522,28,--,0,CLOSED
36570,28,--,0,CLOSED
37128,28,--,0,CLOSED
37332,28,--,0,CLOSED
37333,28,--,0,CLOSED
37899,28,--,0,CLOSED
38178,28,--,0,CLOSED
38516,28,--,0,CLOSED
38060,28,--,0,Waitlisted
36523,28,24,4,OPEN
37146,28,--,0,Waitlisted
38019,28,10,18,OPEN
38637,30,--,0,CLOSED
36294,25,--,0,CLOSED
36293,25,--,0,CLOSED
30478,28,--,0,CLOSED
37330,28,--,0,CLOSED
38517,28,--,0,CLOSED
37329,28,--,0,CLOSED
38483,15,--,0,CLOSED
37331,28,--,0,CLOSED
35983,28,--,0,CLOSED
31005,25,--,0,CLOSED
31536,25,--,0,CLOSED
37914,25,--,0,CLOSED
38553,25,--,0,CLOSED
31319,25,--,0,CLOSED
31669,25,--,0,CLOSED
35145,1,--,0,CLOSED
38475,30,--,0,CLOSED
37494,30,--,0,CLOSED
38480,30,--,0,CLOSED
32457,30,--,0,CLOSED
30486,36,--,0,CLOSED
30422,36,--,0,CLOSED
38696,30,--,0,CLOSED
38481,30,--,0,CLOSED
32757,30,--,0,CLOSED
35130,30,--,0,CLOSED
38518,28,--,0,CLOSED
37509,30,--,0,CLOSED
38618,30,--,0,CLOSED
37511,30,--,0,CLOSED
37283,28,--,0,CLOSED
37281,28,--,0,CLOSED
37284,28,--,0,CLOSED
38138,28,--,0,CLOSED
37285,28,--,0,CLOSED
37291,28,--,0,CLOSED
31723,24,--,0,CLOSED
30210,24,--,0,CLOSED
32317,24,--,0,CLOSED
35477,24,--,0,CLOSED
36571,24,--,0,CLOSED
36243,24,--,0,CLOSED
36322,24,--,0,CLOSED
35079,24,--,0,CLOSED
34342,27,--,0,CLOSED
30169,30,--,0,CLOSED
33893,30,--,0,CLOSED
33894,30,--,0,CLOSED
30170,30,--,0,CLOSED
31154,30,--,0,Waitlisted
33773,27,--,0,CLOSED
33610,30,--,0,CLOSED
37559,27,--,0,CLOSED
38102,25,--,0,CLOSED
38103,25,--,0,CLOSED
38105,25,11,14,OPEN
38098,25,--,0,CLOSED
38099,25,--,0,CLOSED
38101,25,20,5,OPEN
38106,25,--,0,CLOSED
38109,25,--,0,CLOSED
38108,25,--,0,CLOSED
38485,25,--,0,CLOSED
31497,25,--,0,CLOSED
38486,25,10,15,OPEN
38802,25,--,0,CLOSED
38113,25,--,0,CLOSED
38116,25,--,0,CLOSED
30686,25,--,0,CLOSED
36009,25,--,0,CLOSED
38112,25,--,0,Waitlisted
38192,20,12,8,OPEN
38193,20,2,18,OPEN
38180,30,22,8,OPEN
38492,20,12,8,OPEN
38181,30,--,0,See Instructor
38494,20,9,11,OPEN
38182,30,7,23,OPEN
38183,30,9,21,OPEN
38184,30,16,14,OPEN
38213,26,--,0,See Instructor
38214,26,25,1,OPEN
34102,30,--,0,See Instructor
37382,30,25,5,OPEN
38215,30,20,10,OPEN
38216,30,--,0,See Instructor
38501,29,15,14,OPEN
38500,29,--,0,See Instructor
34109,30,12,18,OPEN
37384,30,11,19,OPEN
38217,30,10,20,OPEN
38219,30,29,1,OPEN
34112,30,18,12,OPEN
34116,30,--,0,See Instructor
38792,30,--,0,See Instructor
34118,30,--,0,See Instructor
38220,30,--,0,See Instructor
38503,30,9,21,OPEN
38502,30,--,0,See Instructor
34119,30,7,23,OPEN
34123,30,29,1,OPEN
38898,30,9,21,OPEN
34122,30,19,11,OPEN
34126,30,22,8,OPEN
34127,30,--,0,See Instructor
34133,30,28,2,OPEN
34131,30,29,1,OPEN
34136,30,28,2,OPEN
38505,30,--,0,Waitlisted
38504,30,28,2,OPEN
34137,30,--,0,Waitlisted
34140,30,10,20,OPEN
34142,30,15,15,OPEN
37884,30,10,20,OPEN
34143,30,--,0,See Instructor
37939,30,--,0,See Instructor
38795,30,--,0,See Instructor
34148,30,16,14,OPEN
34150,30,25,5,OPEN
38507,30,15,15,OPEN
38506,30,--,0,See Instructor
34151,30,--,0,Waitlisted
38082,30,25,5,OPEN
38899,30,9,21,OPEN
34153,30,15,15,OPEN
34155,30,10,20,OPEN
34163,30,19,11,OPEN
35908,30,28,2,OPEN
38796,30,24,6,OPEN
35907,30,21,9,OPEN
37446,30,25,5,OPEN
38509,30,14,16,OPEN
38508,30,9,21,OPEN
34166,30,--,0,Waitlisted
38221,30,12,18,OPEN
35911,30,20,10,OPEN
38222,30,11,19,OPEN
38223,30,--,0,See Instructor
38224,30,--,0,Waitlisted
35351,30,27,3,OPEN
38195,30,21,9,OPEN
38496,30,13,17,OPEN
38497,15,--,0,See Instructor
35350,30,13,17,OPEN
37975,15,0,15,OPEN
36637,30,28,2,OPEN
38203,30,6,24,OPEN
35358,30,28,2,OPEN
38191,30,--,0,See Instructor
38196,30,--,0,See Instructor
38197,30,7,23,OPEN
38185,30,22,8,OPEN
35357,30,17,13,OPEN
37306,30,16,14,OPEN
35361,25,--,0,See Instructor
37193,25,--,0,See Instructor
38206,25,12,13,OPEN
35363,25,11,14,OPEN
38499,25,--,0,See Instructor
38198,25,20,5,OPEN
38186,25,20,5,OPEN
37194,25,5,20,OPEN
38207,25,4,21,OPEN
35365,30,26,4,OPEN
35364,30,15,15,OPEN
35367,30,14,16,OPEN
37937,30,22,8,OPEN
38208,30,10,20,OPEN
35368,25,12,13,OPEN
35369,25,17,8,OPEN
38190,30,5,25,OPEN
37192,30,20,10,OPEN
37940,30,12,18,OPEN
37307,30,19,11,OPEN
38209,25,17,8,OPEN
38187,25,12,13,OPEN
38210,25,--,0,Waitlisted
38189,30,26,4,OPEN
38188,30,12,18,OPEN
38396,30,25,5,OPEN
38397,30,6,24,OPEN
35374,25,22,3,OPEN
35376,25,18,7,OPEN
38211,25,16,9,OPEN
38212,25,14,11,OPEN
37625,40,--,0,CLOSED
38862,40,--,0,CLOSED
37630,40,--,0,CLOSED
37631,40,--,0,CLOSED
37688,40,--,0,CLOSED
37624,40,--,0,CLOSED
38878,40,--,0,CLOSED
38906,40,--,0,CLOSED
38616,40,0,23,Restricted: Dual Enrollment
38482,30,--,0,CLOSED
38313,40,--,0,CLOSED
38315,40,--,0,CLOSED
37620,40,--,0,CLOSED
38472,30,--,0,CLOSED
37674,40,--,0,CLOSED
37668,40,--,0,CLOSED
37676,40,--,0,CLOSED
38418,40,--,0,CLOSED
37616,40,--,0,CLOSED
37677,40,--,0,CLOSED
37700,40,--,0,CLOSED
37690,40,--,0,CLOSED
38421,40,--,0,CLOSED
38473,30,--,0,CLOSED
37786,40,--,0,CLOSED
30904,26,--,0,CLOSED
37636,26,--,0,CLOSED
30391,26,--,0,CLOSED
31334,26,--,0,CLOSED
32904,20,--,0,CLOSED
30665,35,--,0,CLOSED
32770,35,--,0,CLOSED
32182,24,--,0,CLOSED
38442,24,--,0,CLOSED
31180,24,--,0,CLOSED
30863,24,--,0,CLOSED
32761,20,--,0,CLOSED
30194,20,--,0,CLOSED
31163,20,--,0,CLOSED
31146,20,--,0,CLOSED
34208,20,--,0,CLOSED
38445,20,--,0,CLOSED
34981,35,--,0,CLOSED
35297,20,--,0,CLOSED
32771,20,--,0,CLOSED
38092,40,--,0,CLOSED
38432,40,--,0,CLOSED
38767,30,--,0,CLOSED
38093,40,--,0,CLOSED
38433,40,--,0,Waitlisted
37278,40,--,0,CLOSED
30639,30,--,0,CLOSED
30643,30,--,0,CLOSED
30636,30,--,0,CLOSED
30427,30,--,0,CLOSED
38800,30,--,0,CLOSED
30492,30,--,0,CLOSED
30733,30,--,0,CLOSED
30647,25,--,0,CLOSED
33990,25,--,0,CLOSED
33985,25,--,0,CLOSED
38405,25,--,0,CLOSED
38715,25,--,0,CLOSED
38404,25,--,0,CLOSED
34180,21,4,17,Restricted: See Counselor
34181,21,0,21,Restricted: See Counselor
34182,21,2,19,Restricted: See Counselor
38173,21,2,19,Restricted: See Counselor
38775,21,2,19,Restricted: See Counselor
34183,21,0,21,Restricted: See Counselor
34184,21,2,19,Restricted: See Counselor
38776,21,0,21,Restricted: See Counselor
34185,21,0,21,Restricted: See Counselor
38175,21,1,20,Restricted: See Counselor
37112,21,0,21,Restricted: See Counselor
38174,21,2,19,Restricted: See Counselor
34014,35,--,0,CLOSED
36585,35,--,0,CLOSED
30656,35,--,0,CLOSED
30657,35,--,0,CLOSED
31516,35,--,0,CLOSED
32132,35,--,0,CLOSED
32983,35,--,0,CLOSED
33891,35,--,0,CLOSED
33220,35,--,0,CLOSED
35730,35,--,0,CLOSED
38000,35,--,0,CLOSED
38011,35,--,0,CLOSED
33228,35,--,0,CLOSED
33229,35,--,0,CLOSED
36001,35,--,0,CLOSED
37114,35,--,0,CLOSED
38035,35,--,0,CLOSED
30347,35,--,0,CLOSED
30349,35,--,0,CLOSED
32061,35,--,0,CLOSED
38155,35,--,0,CLOSED
38735,25,--,0,CLOSED
36003,24,--,0,CLOSED
33526,24,--,0,CLOSED
38156,35,9,26,OPEN
33204,1,--,0,CLOSED
37428,24,--,0,CLOSED
37429,24,15,9,OPEN
30661,35,--,0,CLOSED
31634,30,--,0,CLOSED
31654,35,--,0,CLOSED
34812,30,--,0,CLOSED
36005,30,--,0,CLOSED
35414,30,--,0,CLOSED
37430,30,--,0,CLOSED
30684,35,--,0,CLOSED
30196,30,13,17,OPEN
34012,35,--,0,CLOSED
37447,18,--,0,CLOSED
32130,35,--,0,CLOSED
34769,35,--,0,CLOSED
36628,35,--,0,CLOSED
38152,35,--,0,CLOSED
38153,30,--,0,CLOSED
33202,3,--,0,CLOSED
36007,35,--,0,CLOSED
37204,35,--,0,CLOSED
38720,35,--,0,Waitlisted
38695,30,--,0,CLOSED
37670,40,--,0,CLOSED
34368,18,--,0,See Instructor
38582,25,18,7,OPEN
34369,18,14,4,OPEN
38583,25,10,15,OPEN
30794,30,--,0,CLOSED
30778,30,--,0,CLOSED
36741,25,--,0,CLOSED
36742,25,--,0,CLOSED
31608,30,--,0,CLOSED
33735,30,--,0,CLOSED
38294,35,--,0,CLOSED
30660,35,--,0,CLOSED
30784,35,--,0,CLOSED
31192,35,--,0,CLOSED
37391,35,--,0,CLOSED
31419,35,--,0,Waitlisted
37402,35,--,0,Waitlisted
38887,35,--,0,CLOSED
38626,30,--,0,CLOSED
38627,30,--,0,CLOSED
38628,30,--,0,CLOSED
38629,30,--,0,CLOSED
38630,30,--,0,CLOSED
36678,35,--,0,CLOSED
38886,35,--,0,CLOSED
36679,35,--,0,CLOSED
38781,30,10,20,Restricted: Dual Enrollment
37365,35,--,0,CLOSED
30295,40,--,0,CLOSED
30355,40,--,0,CLOSED
30692,40,--,0,CLOSED
35606,40,--,0,CLOSED
34751,40,--,0,CLOSED
37566,40,--,0,CLOSED
33498,40,--,0,CLOSED
38391,40,--,0,CLOSED
34933,40,--,0,CLOSED
35716,40,--,0,CLOSED
30058,40,--,0,CLOSED
31194,36,--,0,CLOSED
31577,40,--,0,CLOSED
32342,40,--,0,CLOSED
35639,40,--,0,CLOSED
30715,40,--,0,CLOSED
32952,40,--,0,CLOSED
35808,40,--,0,CLOSED
30706,40,--,0,CLOSED
32323,40,--,0,CLOSED
32194,40,--,0,CLOSED
33240,40,--,0,CLOSED
33243,40,--,0,CLOSED
38613,40,--,0,CLOSED
33231,40,--,0,CLOSED
33232,40,--,0,CLOSED
33233,40,--,0,CLOSED
33238,40,--,0,CLOSED
33244,40,--,0,CLOSED
33235,40,--,0,CLOSED
33236,40,--,0,CLOSED
33237,40,--,0,Waitlisted
34687,40,--,0,CLOSED
35859,40,--,0,CLOSED
36417,40,--,0,Waitlisted
36456,40,--,0,CLOSED
37179,40,--,0,CLOSED
32056,40,--,0,CLOSED
33937,40,--,0,CLOSED
35612,40,--,0,CLOSED
30723,40,--,0,CLOSED
35610,40,--,0,CLOSED
36819,36,--,0,CLOSED
38561,40,--,0,CLOSED
38594,40,--,0,CLOSED
32346,40,--,0,CLOSED
32345,40,--,0,CLOSED
36705,40,--,0,CLOSED
36706,40,--,0,CLOSED
36707,40,--,0,CLOSED
37745,40,--,0,CLOSED
37746,40,--,0,CLOSED
37748,40,--,0,CLOSED
37749,40,--,0,CLOSED
37752,40,--,0,CLOSED
37750,40,--,0,CLOSED
37753,40,--,0,CLOSED
37757,35,--,0,CLOSED
33953,40,--,0,CLOSED
31157,40,--,0,CLOSED
38885,35,--,0,CLOSED
38717,20,--,0,CLOSED
38612,40,--,0,CLOSED
30040,40,--,0,CLOSED
30063,40,--,0,CLOSED
30855,40,--,0,CLOSED
35644,40,--,0,CLOSED
38540,40,--,0,CLOSED
35788,40,--,0,CLOSED
38312,40,--,0,CLOSED
38314,40,--,0,CLOSED
37588,40,--,0,CLOSED
37584,40,--,0,CLOSED
37585,40,--,0,CLOSED
38416,40,--,0,CLOSED
37591,40,--,0,CLOSED
37593,40,--,0,CLOSED
37592,40,--,0,CLOSED
38419,40,--,0,CLOSED
38779,40,--,0,CLOSED
38778,15,0,15,Restricted
38543,40,--,0,CLOSED
37732,30,--,0,CLOSED
37733,30,--,0,CLOSED
37736,30,--,0,CLOSED
37737,40,--,0,CLOSED
37738,40,--,0,CLOSED
37729,40,--,0,CLOSED
38054,40,--,0,CLOSED
38864,25,18,7,OPEN
38865,25,--,0,See Instructor
38453,40,--,0,CLOSED
38511,40,24,16,OPEN
37470,40,--,0,Waitlisted
38736,40,--,0,Waitlisted
37944,40,--,0,Waitlisted
38455,24,--,0,CLOSED
37945,24,--,0,CLOSED
37221,40,--,0,CLOSED
37222,40,--,0,CLOSED
37223,40,--,0,CLOSED
38456,24,9,15,OPEN
38457,24,--,0,CLOSED
38458,24,5,19,OPEN
31289,40,--,0,CLOSED
35646,40,--,0,CLOSED
35826,40,--,0,CLOSED
35151,40,--,0,CLOSED
38427,40,--,0,CLOSED
30729,40,--,0,CLOSED
38428,40,--,0,CLOSED
37984,40,--,0,CLOSED
38606,30,--,0,CLOSED
37790,35,--,0,CLOSED
37578,35,--,0,CLOSED
38429,40,--,0,CLOSED
37787,40,--,0,CLOSED
37577,40,--,0,CLOSED
32349,40,--,0,CLOSED
32965,40,--,0,CLOSED
37958,40,--,0,CLOSED
38430,40,--,0,CLOSED
34318,30,17,13,OPEN
30446,30,--,0,CLOSED
34735,30,--,0,CLOSED
31050,30,--,0,CLOSED
30736,30,--,0,CLOSED
30293,30,--,0,CLOSED
37031,30,--,0,CLOSED
31590,25,--,0,CLOSED
30662,25,--,0,CLOSED
38406,25,--,0,CLOSED
38407,25,--,0,CLOSED
34386,25,--,0,CLOSED
32610,25,--,0,CLOSED
30481,30,--,0,CLOSED
30730,30,--,0,CLOSED
30739,30,--,0,CLOSED
30482,30,--,0,CLOSED
31431,30,--,0,CLOSED
31465,30,--,0,CLOSED
32031,30,--,0,CLOSED
30744,30,--,0,CLOSED
31281,30,--,0,CLOSED
30740,30,--,0,CLOSED
30746,30,--,0,CLOSED
31684,30,--,0,CLOSED
30742,25,--,0,CLOSED
38415,30,--,0,CLOSED
31687,25,--,0,CLOSED
35926,25,--,0,CLOSED
36793,25,--,0,CLOSED
32223,25,--,0,CLOSED
31303,30,--,0,CLOSED
38311,30,--,0,CLOSED
30753,30,--,0,CLOSED
31754,30,--,0,CLOSED
37793,20,--,0,CLOSED
37845,20,--,0,CLOSED
32313,30,--,0,CLOSED
32314,30,--,0,CLOSED
35224,3,--,0,CLOSED
38881,15,1,14,OPEN
38088,15,10,5,OPEN
36468,40,31,9,OPEN
36469,40,37,3,OPEN
36466,25,--,0,CLOSED
36467,25,--,0,CLOSED
37361,15,--,0,CLOSED
34021,25,--,0,CLOSED
36031,25,--,0,CLOSED
37404,15,--,0,CLOSED
37403,15,--,0,CLOSED
34022,25,--,0,CLOSED
34023,25,--,0,CLOSED
34024,35,--,0,CLOSED
34026,15,--,0,CLOSED
30475,35,--,0,CLOSED
31147,35,--,0,CLOSED
35468,35,--,0,CLOSED
35473,35,--,0,CLOSED
37162,35,--,0,CLOSED
34530,35,--,0,CLOSED
37408,35,--,0,CLOSED
38768,35,--,0,CLOSED
38771,35,--,0,CLOSED
34898,35,--,0,CLOSED
31492,35,--,0,CLOSED
31600,35,--,0,CLOSED
35469,35,--,0,CLOSED
35474,35,--,0,CLOSED
38289,35,--,0,CLOSED
34531,35,--,0,CLOSED
37409,35,--,0,CLOSED
38769,35,--,0,CLOSED
38772,35,--,0,CLOSED
34899,35,--,0,CLOSED
30978,35,--,0,CLOSED
35463,35,--,0,CLOSED
35470,35,--,0,CLOSED
35475,35,--,0,CLOSED
38290,35,--,0,CLOSED
34532,35,--,0,CLOSED
37410,35,--,0,CLOSED
38770,35,--,0,CLOSED
38773,35,--,0,CLOSED
34900,35,--,0,CLOSED
33034,35,--,0,CLOSED
38012,35,--,0,CLOSED
38891,35,--,0,CLOSED
31160,35,--,0,CLOSED
37399,35,--,0,CLOSED
38745,35,--,0,CLOSED
38755,35,--,0,CLOSED
31435,35,--,0,CLOSED
37400,35,--,0,CLOSED
38756,35,--,0,CLOSED
38830,35,--,0,CLOSED
35782,35,--,0,CLOSED
37401,35,--,0,CLOSED
38747,35,--,0,CLOSED
38757,35,--,0,CLOSED
37398,35,--,0,CLOSED
38879,35,--,0,CLOSED
38631,30,--,0,Waitlisted
35508,35,--,0,CLOSED
36664,35,--,0,CLOSED
35509,35,--,0,CLOSED
36665,35,--,0,CLOSED
30917,35,--,0,CLOSED
31733,35,--,0,CLOSED
32251,35,--,0,CLOSED
32436,35,--,0,CLOSED
34901,35,--,0,CLOSED
34903,35,--,0,CLOSED
34908,35,--,0,CLOSED
34928,35,--,0,CLOSED
34902,35,--,0,CLOSED
34904,35,--,0,CLOSED
34909,35,--,0,CLOSED
34929,35,--,0,CLOSED
35266,35,--,0,CLOSED
35267,35,--,0,CLOSED
36723,35,--,0,CLOSED
37540,35,--,0,CLOSED
35280,35,--,0,CLOSED
35476,35,--,0,CLOSED
36726,35,--,0,CLOSED
35938,35,--,0,CLOSED
35940,35,--,0,CLOSED
36724,35,--,0,CLOSED
37541,35,--,0,CLOSED
35944,35,--,0,CLOSED
35946,35,--,0,CLOSED
36727,35,--,0,CLOSED
35939,35,--,0,CLOSED
35941,35,--,0,CLOSED
36725,35,--,0,CLOSED
37542,35,--,0,CLOSED
35945,35,--,0,CLOSED
35947,35,--,0,CLOSED
36728,35,--,0,CLOSED
37370,30,--,0,CLOSED
37338,35,--,0,CLOSED
37425,35,--,0,CLOSED
37423,35,--,0,CLOSED
37426,35,--,0,CLOSED
37424,35,--,0,CLOSED
37427,35,--,0,CLOSED
38649,35,--,0,CLOSED
38645,35,--,0,CLOSED
38650,35,--,0,CLOSED
38646,35,--,0,CLOSED
38651,35,--,0,CLOSED
38647,35,--,0,CLOSED
38295,35,--,0,CLOSED
38537,35,--,0,CLOSED
38539,35,--,0,CLOSED
32306,32,--,0,CLOSED
30985,32,--,0,CLOSED
30993,32,--,0,CLOSED
32264,25,--,0,CLOSED
33549,25,--,0,CLOSED
33550,25,--,0,CLOSED
37357,30,--,0,CLOSED
37358,30,--,0,CLOSED
38789,30,--,0,CLOSED
35262,35,--,0,CLOSED
35263,35,--,0,CLOSED
35264,35,--,0,CLOSED
37374,35,--,0,CLOSED
32255,25,--,0,CLOSED
34568,25,--,0,CLOSED
38704,25,--,0,CLOSED
32254,25,--,0,CLOSED
32258,25,--,0,CLOSED
34569,25,--,0,CLOSED
38705,25,--,0,CLOSED
32257,25,--,0,CLOSED
32261,25,--,0,CLOSED
34570,25,--,0,CLOSED
38706,25,--,0,CLOSED
32260,25,--,0,CLOSED
31582,25,--,0,CLOSED
34401,25,--,0,CLOSED
31584,25,--,0,CLOSED
34402,25,--,0,CLOSED
33030,25,--,0,CLOSED
34403,25,--,0,CLOSED
37362,35,--,0,CLOSED
37363,35,--,0,CLOSED
37364,35,--,0,CLOSED
38759,30,--,0,CLOSED
36672,30,--,0,CLOSED
38292,30,--,0,CLOSED
36673,30,--,0,CLOSED
38293,30,--,0,CLOSED
36674,30,--,0,CLOSED
38758,35,--,0,CLOSED
32269,35,--,0,CLOSED
35177,35,--,0,CLOSED
36032,35,--,0,CLOSED
31213,30,--,0,CLOSED
38633,30,10,20,Restricted: Dual Enrollment
38847,30,--,0,CLOSED
38634,30,22,8,Restricted: Dual Enrollment
38325,35,--,0,CLOSED
38632,30,--,0,CLOSED
31442,10,--,0,CLOSED
38323,25,--,0,CLOSED
36687,15,--,0,CLOSED
36688,15,--,0,CLOSED
38743,45,2,43,OPEN
38744,45,0,43,OPEN
38297,30,--,0,CLOSED
35286,30,--,0,Waitlisted
38326,30,--,0,CLOSED
36026,28,--,0,CLOSED
36027,28,--,0,CLOSED
38521,25,24,1,OPEN
38525,30,27,3,OPEN
38520,25,--,0,CLOSED
38522,25,17,8,OPEN
38523,30,28,2,OPEN
34627,9999,2,9997,OPEN
38270,14,--,0,CLOSED
30503,30,--,0,CLOSED
32923,30,--,0,CLOSED
34843,30,--,0,CLOSED
36400,30,--,0,Waitlisted
37458,30,--,0,CLOSED
32752,30,--,0,CLOSED
34844,30,--,0,CLOSED
37304,30,--,0,CLOSED
37305,25,--,0,CLOSED
38296,25,--,0,CLOSED
31169,25,--,0,CLOSED
31432,25,--,0,CLOSED
37913,25,--,0,CLOSED
38488,25,--,0,CLOSED
30525,25,--,0,CLOSED
31134,25,--,0,CLOSED
37848,25,14,11,OPEN
34736,22,--,0,CLOSED
35287,25,--,0,CLOSED
35816,25,--,0,CLOSED
33323,25,--,0,CLOSED
38491,1,--,0,CLOSED
37695,23,--,0,CLOSED
37696,20,7,13,Restricted: Med Asst Program
37697,30,--,0,CLOSED
32730,20,--,0,CLOSED
37859,20,--,0,CLOSED
38089,20,4,16,Restricted: Med Asst Program
32731,23,--,0,CLOSED
37740,20,15,5,Restricted: Med Asst Program
37692,20,--,0,CLOSED
33096,20,16,4,Restricted: Med Asst Program
38542,20,--,0,CLOSED
38546,15,--,0,CLOSED
35500,15,--,0,CLOSED
38547,15,--,0,CLOSED
36341,15,--,0,CLOSED
38284,15,--,0,CLOSED
38889,15,--,0,CLOSED
38893,15,--,0,CLOSED
31574,35,--,0,CLOSED
32403,35,--,0,CLOSED
36212,28,--,0,CLOSED
36213,28,--,0,CLOSED
36215,35,--,0,CLOSED
36216,35,--,0,CLOSED
36912,28,--,0,CLOSED
36935,35,--,0,CLOSED
31233,35,--,0,CLOSED
35854,35,--,0,CLOSED
36251,28,--,0,CLOSED
36260,35,--,0,CLOSED
36887,35,--,0,CLOSED
36890,28,--,0,CLOSED
38880,35,--,0,CLOSED
36264,35,--,0,CLOSED
36877,28,--,0,CLOSED
37550,35,--,0,CLOSED
36217,35,--,0,CLOSED
36250,35,--,0,CLOSED
36261,35,--,0,CLOSED
36884,35,--,0,CLOSED
36908,35,--,0,CLOSED
38734,20,9,11,Restricted: Dual Enrollment
30690,30,--,0,CLOSED
31565,30,--,0,CLOSED
31619,30,--,0,CLOSED
32411,30,--,0,CLOSED
33084,30,--,0,CLOSED
36267,30,--,0,CLOSED
37551,25,--,0,CLOSED
30628,30,--,0,CLOSED
30900,30,--,0,CLOSED
31623,30,--,0,CLOSED
34990,30,--,0,CLOSED
36419,30,--,0,CLOSED
36885,25,--,0,CLOSED
37051,30,--,0,CLOSED
37552,25,--,0,CLOSED
37553,30,--,0,CLOSED
31234,30,--,0,CLOSED
31143,30,--,0,CLOSED
31251,30,--,0,CLOSED
32430,30,--,0,CLOSED
32532,30,--,0,CLOSED
33504,30,--,0,CLOSED
34991,30,--,0,CLOSED
36266,30,--,0,CLOSED
36332,30,--,0,CLOSED
31974,30,--,0,CLOSED
36942,25,--,0,CLOSED
36946,25,--,0,CLOSED
30709,30,--,0,CLOSED
32533,30,--,0,CLOSED
33506,30,--,0,CLOSED
36361,30,--,0,CLOSED
36418,30,--,0,CLOSED
32534,30,--,0,CLOSED
33538,30,--,0,CLOSED
35790,30,--,0,CLOSED
36991,30,--,0,CLOSED
38013,30,--,0,CLOSED
38809,30,--,0,CLOSED
38833,30,--,0,CLOSED
31307,30,--,0,CLOSED
31266,30,--,0,CLOSED
33099,30,--,0,CLOSED
33505,30,--,0,CLOSED
36362,30,--,0,CLOSED
34992,30,24,6,Restricted: Math Path
36943,25,--,0,CLOSED
30851,30,--,0,CLOSED
31305,30,--,0,CLOSED
36949,30,--,0,CLOSED
31276,30,--,0,CLOSED
38832,30,--,0,CLOSED
34993,30,--,0,CLOSED
37555,30,--,0,CLOSED
36223,35,--,0,CLOSED
36893,35,--,0,CLOSED
36979,35,--,0,CLOSED
36220,35,--,0,CLOSED
36252,35,--,0,CLOSED
36894,35,--,0,CLOSED
36980,35,--,0,CLOSED
36268,35,--,0,CLOSED
36364,35,--,0,CLOSED
36895,35,--,0,CLOSED
36993,35,--,0,CLOSED
38527,30,--,0,CLOSED
38528,30,--,0,CLOSED
38529,30,--,0,CLOSED
31595,30,--,0,CLOSED
30853,30,--,0,CLOSED
32520,30,--,0,CLOSED
33510,30,--,0,CLOSED
33785,30,--,0,CLOSED
38003,30,--,0,CLOSED
33784,28,--,0,CLOSED
35819,35,--,0,CLOSED
36228,35,--,0,CLOSED
37030,35,--,0,CLOSED
36852,35,--,0,CLOSED
36848,35,--,0,CLOSED
36227,35,--,0,CLOSED
33855,1,--,0,CLOSED
31573,30,--,0,CLOSED
37117,30,--,0,CLOSED
38791,30,--,0,CLOSED
36896,30,--,0,CLOSED
36273,25,--,0,CLOSED
35749,30,--,0,CLOSED
38790,30,--,0,CLOSED
38004,30,--,0,CLOSED
38831,30,--,0,CLOSED
38793,30,--,0,CLOSED
31538,30,--,0,CLOSED
37556,25,--,0,CLOSED
36889,28,--,0,CLOSED
36913,28,--,0,CLOSED
37049,28,--,0,CLOSED
36891,28,--,0,CLOSED
36909,28,--,0,CLOSED
36878,28,--,0,CLOSED
36789,28,--,0,CLOSED
36045,24,--,0,CLOSED
37903,24,--,0,CLOSED
36046,24,--,0,CLOSED
36047,24,--,0,CLOSED
30938,24,--,0,CLOSED
36048,24,--,0,CLOSED
36049,24,--,0,CLOSED
30939,24,--,0,CLOSED
32062,24,--,0,CLOSED
36050,24,--,0,CLOSED
36245,20,--,0,CLOSED
31452,40,--,0,CLOSED
36630,40,--,0,CLOSED
38484,40,--,0,Waitlisted
36096,40,--,0,CLOSED
36296,40,--,0,CLOSED
33329,22,--,0,CLOSED
